"00469061711";"http://purl.obolibrary.org/obo/DRON_00096959"
"00054829725";"http://purl.obolibrary.org/obo/DRON_00283656"
"00469065773";"http://purl.obolibrary.org/obo/DRON_00414559"
"00004026001";"http://purl.obolibrary.org/obo/DRON_00180330"
"00004025901";"http://purl.obolibrary.org/obo/DRON_00176599"
"00074148402";"http://purl.obolibrary.org/obo/DRON_00428294"
"00074258702";"http://purl.obolibrary.org/obo/DRON_00305316"
"58177032304";"http://purl.obolibrary.org/obo/DRON_00150121"
"00008058107";"http://purl.obolibrary.org/obo/DRON_00443460"
"58177000104";"http://purl.obolibrary.org/obo/DRON_00321780"
"00088171249";"http://purl.obolibrary.org/obo/DRON_00201569"
"00002735501";"http://purl.obolibrary.org/obo/DRON_00443602"
"00713016550";"http://purl.obolibrary.org/obo/DRON_00172845"
"00045050130";"http://purl.obolibrary.org/obo/DRON_00207549"
"00031670972";"http://purl.obolibrary.org/obo/DRON_00197486"
"00338070341";"http://purl.obolibrary.org/obo/DRON_00417190"
"00074302401";"http://purl.obolibrary.org/obo/DRON_00199076"
"00338001702";"http://purl.obolibrary.org/obo/DRON_00272479"
"00517391025";"http://purl.obolibrary.org/obo/DRON_00110051"
"00904107061";"http://purl.obolibrary.org/obo/DRON_00303005"
"00088120806";"http://purl.obolibrary.org/obo/DRON_00415523"
"00004003822";"http://purl.obolibrary.org/obo/DRON_00245897"
"00641039425";"http://purl.obolibrary.org/obo/DRON_00229511"
"63323038810";"http://purl.obolibrary.org/obo/DRON_00342595"
"00456066270";"http://purl.obolibrary.org/obo/DRON_00600540"
"00338070541";"http://purl.obolibrary.org/obo/DRON_00321944"
"00338004938";"http://purl.obolibrary.org/obo/DRON_00331022"
"54569482100";"http://purl.obolibrary.org/obo/DRON_00325691"
"00008092303";"http://purl.obolibrary.org/obo/DRON_00242976"
"10019001303";"http://purl.obolibrary.org/obo/DRON_00325680"
"00074158302";"http://purl.obolibrary.org/obo/DRON_00330903"
"00045152510";"http://purl.obolibrary.org/obo/DRON_00179442"
"00074158411";"http://purl.obolibrary.org/obo/DRON_00330908"
"63323017302";"http://purl.obolibrary.org/obo/DRON_00229517"
"00088222033";"http://purl.obolibrary.org/obo/DRON_00246138"
"00456068801";"http://purl.obolibrary.org/obo/DRON_00108080"
"00004006850";"http://purl.obolibrary.org/obo/DRON_00117408"
